fish_ID,date,time,spot,background,stimulus,correct,number_incorrect_pecks,time_detection_seconds,contrast
D,27/10/2017,10:00:00,bright,2bright,70-66-64,0,0,90,0.099135488
D,25/10/2017,11:00:00,bright,2bright,70-66-64,0,2,90,0.099135488
D,13/11/2017,15:00:00,bright,2bright,70-66-64,0,0,90,0.099135488
D,11/09/2017,14:00:00,bright,2bright,70-66-64,0,2,90,0.099135488
D,11/07/2017,14:00:00,bright,2bright,70-66-64,0,0,90,0.099135488
D,11/01/2017,15:00:00,bright,2bright,70-66-64,0,0,90,0.099135488
S,13/11/2017,15:00:00,bright,2bright,70-66-64,0,1,90,0.099135488
S,11/10/2017,10:00:00,bright,2bright,70-66-64,0,0,90,0.099135488
S,11/09/2017,15:00:00,bright,2bright,70-66-64,0,1,90,0.099135488
S,11/01/2017,14:00:00,bright,2bright,70-66-64,0,0,90,0.099135488
B,24/10/2017,10:00:00,dark,2bright,58-54-52,0,0,90,0.11571537
B,23/10/2017,12:00:00,dark,2bright,58-54-52,0,2,90,0.11571537
O,11/03/2017,15:00:00,dark,2bright,58-54-52,0,2,90,0.11571537
S,15/11/2017,15:00:00,dark,2bright,58-54-52,0,0,90,0.11571537
S,14/11/2017,14:00:00,dark,2bright,58-54-52,0,0,90,0.11571537
S,11/08/2017,14:00:00,dark,2bright,58-54-52,0,1,90,0.11571537
J,30/10/2017,11:30:00,dark,1dark,40-40-40,0,0,90,0.125392552
D,13/11/2017,15:00:00,bright,2bright,75-71-69,0,1,90,0.129079105
S,15/11/2017,15:00:00,bright,2bright,75-71-69,0,1,90,0.129079105
S,14/11/2017,14:00:00,bright,2bright,75-71-69,0,2,90,0.129079105
D,11/08/2017,14:00:00,bright,2bright,85-75-75,0,0,90,0.217397242
D,11/02/2017,14:00:00,bright,2bright,85-75-75,0,0,90,0.217397242
E,11/08/2017,14:00:00,bright,2bright,85-75-75,0,2,90,0.217397242
T,24/10/2017,10:00:00,dark,1dark,47-47-48,0,3,,0.022288655
M,20/10/2017,10:00:00,dark,2bright,63-58-55,0,3,,0.039449742
O,20/10/2017,10:00:00,dark,2bright,63-58-55,0,3,,0.039449742
O,20/10/2017,10:00:00,dark,2bright,60-56-54,0,3,,0.061387824
O,20/10/2017,10:00:00,bright,2bright,70-66-64,0,3,,0.099135488
C,24/10/2017,10:00:00,dark,1dark,40-40-40,1,0,,0.125392552
T,24/10/2017,10:00:00,dark,1dark,40-40-40,1,0,,0.125392552
