Ant	Angle	lenA	lenB	frame	minimo	massimo	sommatot	somma1	somma2	somma3	somma4	somma5	somma6	somma7	somma8
Aree: 45 45 45 45 45 45 45 45 
10810	-104	12	6	0	252	18695	845224	109536	106976	71782	98333	100078	79305	71781	72930	
10810	-12	8	14	0	0	8250	301057	19535	37798	28491	32221	17787	33823	45443	25319	
10810	13	15	12	0	115	19669	1.01597e+06	132191	70444	85657	130546	137272	105639	85471	46088	
10810	15	11	10	0	41	11187	1.27903e+06	101801	114736	66445	125640	170096	154029	141087	131517	
10810	-15	6	10	0	75	13565	540262	81308	46879	57811	32268	68456	52128	42256	64407	
10810	166	6	7	0	336	12518	1.10704e+06	73196	105592	103621	127022	97380	132919	135971	112127	
10810	-16	9	11	0	0	12028	580440	70573	42022	40407	50828	91373	57577	44262	53472	
10810	-17	10	9	0	0	5018	210340	15810	24647	7315	12470	38939	32901	16933	12824	
10810	17	13	12	0	243	13303	1.28098e+06	324271	103137	80285	71769	82501	97854	127982	144860	
10810	19	11	12	0	0	8436	259716	26479	34650	18303	17941	17258	21080	36130	32373	
10810	19	14	11	0	83	23557	1.13335e+06	242491	102128	102274	173782	131053	51812	43900	65075	
10810	-23	10	8	0	154	13201	828556	82629	98766	109699	101288	135399	83169	34316	48823	
10810	26	10	6	0	0	4829	213380	21099	20974	28692	24953	22009	22969	13036	19850	
10810	-26	12	7	0	0	6746	466372	64615	68303	84858	44494	25891	5569	35918	45790	
10810	-27	7	9	0	110	13062	706204	45174	80701	93229	64818	84681	89086	76962	40210	
10810	-28	12	14	0	0	4870	229878	23964	28650	21316	16340	21406	20088	38042	22694	
10810	30	10	12	0	77	21987	545514	53540	64340	51279	43495	44787	54242	42474	92648	
10810	-30	12	14	0	114	18926	635842	72436	68362	72055	75088	54087	41976	66676	57545	
10810	30	13	5	0	488	20775	892718	107371	82397	108659	122601	74727	82228	87292	67624	
10810	-30	16	13	0	0	8702	147053	19508	22716	17868	7515	18267	12936	14008	10306	
10810	-36	9	8	0	54	20577	530738	66227	49590	60908	83429	52186	61464	37308	28254	
10810	39	11	9	0	0	6530	340179	28727	33229	70227	54875	25910	33368	13274	13282	
10810	-45	11	8	0	0	7037	200208	37099	6380	5845	17993	28322	20782	19080	32603	
10810	-45	4	5	0	51	20201	827136	51176	91839	164809	133263	66458	42915	61941	65243	
10810	-45	4	7	0	312	12493	812748	113950	76536	61366	52349	70304	87842	109505	109073	
10810	45	9	11	0	415	13117	1.15801e+06	78209	60985	82048	159755	190213	90321	180236	105331	
10810	4	8	7	0	428	12684	869790	71089	59442	111816	80210	134832	124221	72702	65622	
10810	58	11	10	0	322	23253	1.04381e+06	99536	171122	75912	94086	131816	89045	73366	93441	
10810	-71	3	9	0	0	14305	809928	64893	58328	60716	69562	51243	136826	74896	165137	
10810	8	7	9	0	244	19514	827402	184046	106394	52515	46688	72626	51523	65824	116788	
10810	-9	13	13	0	0	4975	149879	8153	8237	18313	20286	17781	26551	8281	16592	
10813	-20	20	17	0	151	19042	495593	66634	41749	48875	46205	50079	43745	49199	57502	
10813	31	20	15	0	231	47577	919496	107079	94660	122273	80245	63435	75622	102959	104827	
10858	47	8	6	0	789	44487	1.78518e+06	223814	250721	239915	152524	164848	145786	148083	152875	
10863	16	15	10	0	0	9611	240162	13878	22090	26628	19399	34807	38136	26997	19505	
10889	-104	11	11	0	0	5079	306744	18338	36182	38901	27708	16018	28165	57303	35438	
10889	-10	15	14	0	97	29641	573403	60803	48677	41153	49642	46817	83839	73035	64668	
10889	-11	19	18	0	0	5033	388123	21515	37537	89491	29451	18325	38956	38032	46289	
10889	13	18	16	0	246	29034	504490	59369	57797	51254	58680	50442	40651	32633	50748	
10889	-15	21	14	0	262	12837	942637	106924	124987	71641	42487	61367	94523	104047	176578	
10889	17	17	16	0	0	5595	342912	38457	42818	62883	42309	30742	25731	18534	29254	
10889	-18	17	14	0	67	12699	485750	48854	36711	54239	50950	65918	67688	36743	30049	
10889	20	13	11	0	0	4871	290709	22968	37341	29241	40913	18982	34924	32297	18006	
10889	-28	14	14	0	66	11392	537016	62810	37895	64283	45232	37375	81377	50064	53443	
10889	29	16	14	0	0	4308	213569	24631	21174	22833	12667	17054	38470	19746	21326	
10889	-3	9	13	0	0	11360	480906	50167	28292	40247	61251	39701	38445	62192	70770	
10889	51	14	2	0	21	29174	655364	93891	56937	47983	50620	49429	52546	84393	88649	
10889	5	18	15	0	99	6941	501781	38970	37744	62614	97562	50583	33222	36343	49872	
10889	-8	19	18	0	19	13251	501456	47954	64528	79309	41315	62344	36423	37777	47267	
10955	-10	16	13	0	0	4822	240272	23570	35328	22618	22909	28971	20032	23378	27272	
10963	10	5	16	0	0	7015	193366	17850	17974	21420	22034	29647	19966	14082	14917	
10963	-21	20	17	0	0	4197	198259	39556	33131	12929	17974	8780	7435	21351	19237	
10963	-24	14	10	0	0	6528	250769	12468	20594	23348	26176	42296	43096	27261	17787	
10963	-31	17	13	0	0	4710	212790	32190	41931	25768	15217	7439	5423	17739	24921	
10976	-10	13	11	0	108	21284	523657	39850	62673	36849	45981	71553	59315	69999	37945	
10976	-15	18	16	0	0	4705	169637	6514	8798	16073	23170	23164	23484	20577	19542	
10976	15	8	12	0	0	21402	556835	44019	90263	71125	46207	51801	49260	41837	46635	
10976	18	13	11	0	0	12717	740222	71092	105952	126431	80742	69542	31893	25519	35569	
10976	-19	13	9	0	0	13607	371467	25402	32220	20768	53344	56918	32800	47128	36472	
10976	2	14	14	0	141	12616	750934	131895	68457	92785	79240	47100	44252	70050	80556	
10976	-36	16	7	0	0	11910	157120	15829	22758	28419	23549	16192	11394	2015	10082	
10976	3	8	13	0	0	21197	269566	29168	31471	31515	28643	21276	28102	43513	7853	
10976	-40	12	8	0	0	21282	298872	31878	13537	26058	18738	51203	34192	33945	26711	
10976	42	16	13	0	0	12042	204291	17337	21175	17454	18117	25004	19224	33318	12898	
10976	-43	9	9	0	0	4296	208582	10426	12534	33032	20200	23358	35617	24243	14869	
10976	6	13	12	0	0	4896	226236	17555	18103	23533	29280	33700	29424	11379	11707	
10976	-6	19	16	0	0	12329	341257	41398	53381	23745	27161	23337	26497	42805	44646	
10976	7	21	19	0	0	6219	269176	27851	19194	13335	45186	48974	30982	21192	17383	
10986	130	8	2	0	1872	31829	4.32268e+06	318175	328372	443696	506066	671915	668127	294792	283772	
10986	-19	14	11	0	2255	65160	2.8829e+06	391015	181901	176013	160880	248989	281132	467338	504856	
10986	-32	13	16	0	2117	33003	3.78527e+06	170896	251944	563520	664417	474922	538919	234508	193903	
10986	48	10	11	0	1948	121169	3.23044e+06	377994	382932	262035	196976	196405	386966	339567	382847	
10986	8	19	18	0	509	31251	977273	93596	104160	138062	114518	100742	89694	67275	90483	
10994	-30	15	13	0	0	30776	593988	45912	37473	51753	89174	53728	78437	74993	66452	
10994	-4	17	15	0	0	9414	328438	32553	27472	37258	37522	36146	38814	29995	30961	
10997	61	10	10	0	834	50786	1.47956e+06	157712	132604	97895	120070	204443	159078	184565	174404	
10999	10	11	11	0	0	9499	352747	37898	42125	42440	14867	37291	40538	37040	45027	
10999	-17	18	12	0	240	23651	989259	79443	47000	57435	65000	91747	161243	165320	138676	
10999	-26	12	9	0	0	11259	601351	47962	41471	34998	137558	77118	54615	82609	25606	
10999	-30	7	16	0	221	29738	644517	69213	60344	74630	85703	42718	64566	62412	79487	
10999	81	6	2	0	0	9594	490590	38132	45484	24875	19529	31466	122184	93626	42271	
11011	-30	11	10	0	422	21164	1.04826e+06	65831	76798	181163	142806	114737	81371	86335	71596	
11011	-85	12	7	0	214	19109	972840	149174	119398	57394	90044	80620	90278	91645	110055	
11015	16	15	14	0	134	28333	1.27287e+06	103737	128961	364326	145313	99296	88593	73724	62129	
11023	164	3	9	0	0	10105	493521	42825	20244	21988	68171	58969	79462	53474	56173	
11023	-31	8	7	0	84	14735	654909	71274	75788	85119	47395	79807	92928	35837	43091	
11038	-16	4	12	0	83	62572	364706	33423	46355	52569	34385	35062	32769	36239	33771	
11038	28	7	5	0	4	56477	333547	36500	31494	34432	29388	39517	36891	36886	23693	
11038	5	8	11	0	0	63315	826815	73634	125461	161106	109214	72718	65515	46997	30786	
11040	-23	3	13	0	54	21329	570159	86637	65279	46728	38235	67154	47020	50716	58152	
11040	-24	17	16	0	289	21406	710352	74584	64602	64558	61594	73461	101405	72237	82763	
11040	35	11	14	0	82	21026	648246	50294	104727	73575	76769	55000	65619	57635	50014	
11045	19	16	14	0	0	4421	130382	6456	7912	14901	15822	11907	17998	12988	19846	
11071	-20	11	8	0	957	32401	2.12213e+06	131307	150409	188137	313608	342917	211427	240752	181789	
11071	-23	7	10	0	864	57291	1.48882e+06	112947	179560	181288	171005	121526	144182	138290	161983	
11071	-64	8	6	0	843	57926	1.44917e+06	154614	147236	134904	133497	166313	199599	117860	100324	
11091	-143	3	8	0	54	67713	935191	53937	59341	39600	67022	182564	240909	83460	55354	
11102	-12	17	15	0	0	9837	93798	9208	3408	1645	6412	5966	20973	17661	7616	
11102	-15	14	13	0	0	8729	65586	7411	4364	8618	15923	12661	1274	2396	2279	
11102	-15	16	14	0	0	4773	169100	22767	11513	15282	19732	7013	13415	25520	20977	
11102	-17	13	18	0	34	9399	818732	45629	35977	51018	81575	139824	105259	190833	40911	
11102	19	15	10	0	0	8922	171514	9264	18190	31813	6184	14372	20094	11969	28064	
11102	22	14	14	0	0	13208	101254	5079	9585	13218	17182	4849	9115	12584	7196	
11102	-22	17	13	0	0	4897	257631	18169	33683	23345	19454	32432	41901	11095	14073	
11102	23	16	13	0	0	8767	303576	22775	37713	20299	27473	35457	35229	40268	31566	
11102	-23	17	14	0	0	6500	130317	13361	19841	7944	5859	4580	20200	21541	11461	
11102	-26	10	13	0	0	9088	187060	17738	21936	30089	28481	23706	10493	11243	14372	
11102	26	12	15	0	0	62221	447384	47218	37552	49524	26742	40617	46170	56045	55381	
