"ID","Recording","Temp","Call","Call_Duration","Call_Interval","Call_Period","Pulse1_Duration","Pulse1_Rise","Pulse1_Fall","Pulse1_Interval","Pulse1_Period","Pulse2_Duration","Pulse2_Rise","Pulse2_Fall","Pulse2_Interval","Pulse2_Period","Pulse3_Duration","Pulse3_Rise","Pulse3_Fall","Pulse3_Interval","Pulse3_Period","Pulse4_Duration","Pulse4_Rise","Pulse4_Fall","Pulse4_Interval","Pulse4_Period","Pulse5_Duration","Pulse5_Rise","Pulse5_Fall","Pulse5_Interval","Pulse5_Period","Pulse6_Duration","Pulse6_Rise","Pulse6_Fall","Num_Pulses","Pulse1_Max_Freq","Pulse2_Max_Freq","Pulse3_Max_Freq","Pulse4_Max_Freq","Pulse5_Max_Freq","Pulse6_Max_Freq"
"B24","1002",22.8,1,0.034,1.69,1.724,0.034,0.008,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5124.9,NA,NA,NA,NA,NA
"B24","1002",22.8,2,0.325,1.905,2.231,0.034,0.027,0.008,0.057,0.092,0.037,0.016,0.021,0.06,0.096,0.038,0.013,0.025,0.066,0.105,0.035,0.015,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5038.8,5081.8,5081.8,5081.8,NA,NA
"B24","1002",22.8,3,0.224,1.219,1.443,0.033,0.024,0.009,0.055,0.087,0.039,0.01,0.029,0.057,0.096,0.04,0.009,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5038.8,5124.9,5124.9,NA,NA,NA
"B24","1002",22.8,4,0.399,1.706,2.106,0.034,0.016,0.018,0.051,0.085,0.035,0.007,0.028,0.058,0.093,0.034,0.006,0.028,0.059,0.093,0.033,0.007,0.026,0.069,0.102,0.025,0.008,0.017,NA,NA,NA,NA,NA,5,5081.8,5168,5168,5168,5124.9,NA
"B24","1002",22.8,5,0.306,1.795,2.101,0.036,0.029,0.007,0.049,0.085,0.037,0.015,0.022,0.056,0.093,0.036,0.01,0.026,0.058,0.094,0.033,0.009,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5038.8,5081.8,5124.9,5124.9,NA,NA
"B24","1002",22.8,6,0.319,2.348,2.667,0.033,0.021,0.012,0.056,0.089,0.038,0.01,0.028,0.056,0.094,0.034,0.009,0.025,0.066,0.1,0.035,0.011,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5124.9,5124.9,5081.8,5124.9,NA,NA
"B24","1002",22.8,7,0.222,1.629,1.851,0.038,0.016,0.022,0.057,0.095,0.04,0.012,0.028,0.054,0.094,0.034,0.008,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5081.8,5124.9,5124.9,NA,NA,NA
"B24","1002",22.8,8,0.316,1.911,2.227,0.038,0.013,0.025,0.05,0.088,0.035,0.009,0.026,0.06,0.095,0.035,0.008,0.027,0.064,0.099,0.034,0.008,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5081.8,5124.9,5124.9,5124.9,NA,NA
"B24","1002",22.8,9,0.318,2.137,2.455,0.036,0.03,0.006,0.056,0.092,0.039,0.017,0.022,0.056,0.095,0.038,0.01,0.028,0.056,0.094,0.038,0.009,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5038.8,5081.8,5081.8,5124.9,NA,NA
"B24","1002",22.8,10,0.311,2.009,2.32,0.035,0.026,0.009,0.055,0.09,0.035,0.019,0.016,0.059,0.094,0.035,0.011,0.024,0.059,0.094,0.034,0.022,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4694.2,4909.6,4952.6,4995.7,NA,NA
"B24","1002",22.8,11,0.216,1.495,1.711,0.034,0.015,0.019,0.053,0.087,0.036,0.029,0.007,0.059,0.095,0.035,0.026,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4952.6,5038.8,5038.8,NA,NA,NA
"B24","1002",22.8,12,0.314,1.72,2.034,0.034,0.028,0.006,0.053,0.087,0.039,0.018,0.021,0.056,0.095,0.039,0.017,0.022,0.053,0.092,0.035,0.017,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4995.7,5081.8,5081.8,NA,NA,NA
"B24","1002",22.8,13,0.321,1.911,2.232,0.037,0.028,0.009,0.053,0.09,0.04,0.014,0.026,0.053,0.093,0.041,0.012,0.029,0.058,0.099,0.038,0.013,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5038.8,5081.8,5081.8,5081.8,NA,NA
"B24","1002",22.8,14,0.229,1.725,1.954,0.037,0.027,0.01,0.053,0.09,0.041,0.012,0.029,0.057,0.098,0.041,0.013,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5038.8,5124.9,5124.9,NA,NA,NA
"B24","1002",22.8,15,0.323,1.998,2.321,0.034,0.028,0.006,0.059,0.093,0.036,0.03,0.006,0.061,0.097,0.035,0.029,0.006,0.06,0.095,0.035,0.029,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4952.6,5038.8,5038.8,5038.8,NA,NA
"B24","1002",22.8,16,0.222,2.236,2.458,0.033,0.026,0.007,0.057,0.09,0.037,0.029,0.008,0.058,0.095,0.037,0.019,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4995.7,5038.8,5081.8,NA,NA,NA
"B24","1002",22.8,17,0.316,1.888,2.204,0.035,0.028,0.007,0.052,0.087,0.05,0.015,0.035,0.058,0.108,0.041,0.014,0.027,0.055,0.096,0.036,0.014,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5038.8,5081.8,5081.8,5081.8,NA,NA
"B24","1002",22.8,18,0.233,2.012,2.245,0.038,0.024,0.014,0.057,0.095,0.039,0.013,0.026,0.057,0.096,0.041,0.015,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5038.8,5081.8,5124.9,NA,NA,NA
"B24","1002",22.8,19,0.227,1.843,2.07,0.037,0.022,0.015,0.053,0.09,0.041,0.016,0.025,0.055,0.096,0.04,0.014,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5038.8,5081.8,5081.8,NA,NA,NA
"B24","1002",22.8,20,0.227,2.335,2.562,0.035,0.029,0.006,0.056,0.091,0.039,0.018,0.021,0.057,0.096,0.041,0.013,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4995.7,5081.8,5081.8,NA,NA,NA
"W32","1004",23.3,1,0.321,1.814,2.135,0.05,0.041,0.009,0.039,0.089,0.047,0.027,0.02,0.044,0.091,0.046,0.026,0.02,0.051,0.097,0.041,0.027,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4866.5,5081.8,5124.9,5124.9,NA,NA
"W32","1004",23.3,2,0.324,1.827,2.151,0.048,0.015,0.033,0.043,0.091,0.044,0.018,0.026,0.051,0.095,0.043,0.015,0.028,0.054,0.097,0.042,0.014,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4952.6,5168,5211,5168,NA,NA
"W32","1004",23.3,3,0.32,2.533,2.853,0.043,0.021,0.022,0.045,0.088,0.047,0.024,0.023,0.048,0.095,0.041,0.018,0.023,0.055,0.096,0.041,0.019,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4952.6,5124.9,5168,5168,NA,NA
"W32","1004",23.3,4,0.227,1.838,2.065,0.048,0.031,0.017,0.042,0.09,0.046,0.004,0.042,0.048,0.094,0.043,0.024,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4909.6,5081.8,5124.9,NA,NA,NA
"W32","1004",23.3,5,0.332,2.299,2.631,0.046,0.026,0.02,0.043,0.089,0.045,0.019,0.026,0.05,0.095,0.043,0.015,0.028,0.056,0.099,0.049,0.018,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4952.6,5168,5168,5168,NA,NA
"W32","1004",23.3,6,0.229,1.211,1.44,0.049,0.025,0.024,0.044,0.093,0.047,0.029,0.018,0.045,0.092,0.043,0.02,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4952.6,5124.9,5168,NA,NA,NA
"W32","1004",23.3,7,0.321,1.616,1.937,0.047,0.012,0.035,0.043,0.09,0.044,0.013,0.031,0.051,0.095,0.045,0.012,0.033,0.051,0.096,0.04,0.013,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4952.6,5211,5211,5211,NA,NA
"W32","1004",23.3,8,0.323,1.645,1.968,0.052,0.038,0.014,0.039,0.091,0.049,0.027,0.022,0.046,0.095,0.045,0.019,0.026,0.052,0.097,0.041,0.018,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4909.6,5124.9,5168,5124.9,NA,NA
"W32","1004",23.3,9,0.324,1.53,1.854,0.049,0.039,0.01,0.041,0.09,0.045,0.025,0.02,0.051,0.096,0.043,0.019,0.024,0.056,0.099,0.039,0.025,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4909.6,5124.9,5124.9,5124.9,NA,NA
"W32","1004",23.3,10,0.231,1.656,1.887,0.046,0.043,0.003,0.044,0.09,0.043,0.011,0.032,0.051,0.094,0.047,0.01,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4823.4,4952.6,4995.7,NA,NA,NA
"W32","1004",23.3,11,0.323,1.494,1.817,0.05,0.022,0.028,0.042,0.092,0.043,0.021,0.022,0.05,0.093,0.045,0.015,0.03,0.052,0.097,0.041,0.015,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4952.6,5124.9,5168,5168,NA,NA
"W32","1004",23.3,12,0.322,1.904,2.226,0.049,0.041,0.008,0.042,0.091,0.042,0.007,0.035,0.054,0.096,0.047,0.018,0.029,0.05,0.097,0.039,0.02,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4866.5,5081.8,5081.8,5081.8,NA,NA
"W32","1004",23.3,13,0.326,1.746,2.072,0.045,0.038,0.007,0.045,0.09,0.045,0.016,0.029,0.051,0.096,0.045,0.015,0.03,0.053,0.098,0.042,0.023,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4952.6,5168,5168,5124.9,NA,NA
"W32","1004",23.3,14,0.326,1.77,2.096,0.045,0.036,0.009,0.046,0.091,0.045,0.021,0.024,0.05,0.095,0.042,0.014,0.028,0.055,0.097,0.042,0.021,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4952.6,5124.9,5168,5124.9,NA,NA
"W32","1004",23.3,15,0.327,2.14,2.467,0.045,0.015,0.03,0.046,0.091,0.043,0.01,0.033,0.051,0.094,0.047,0.009,0.038,0.05,0.097,0.045,0.009,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5081.8,5168,5211,5211,NA,NA
"W32","1004",23.3,16,0.322,1.756,2.078,0.044,0.021,0.023,0.047,0.091,0.043,0.015,0.028,0.052,0.095,0.043,0.01,0.033,0.052,0.095,0.04,0.013,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5038.8,5168,5168,5168,NA,NA
"W32","1004",23.3,17,0.327,1.877,2.204,0.044,0.035,0.00899999999999999,0.048,0.092,0.044,0.006,0.038,0.051,0.095,0.047,0.01,0.037,0.051,0.098,0.042,0.01,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4952.6,5124.9,5124.9,5168,NA,NA
"W32","1004",23.3,18,0.338,1.729,2.067,0.044,0.04,0.004,0.051,0.095,0.046,0.037,0.009,0.051,0.097,0.045,0.034,0.011,0.057,0.102,0.042,0.025,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4608.1,4866.5,4909.6,4909.6,NA,NA
"W32","1004",23.3,19,0.338,1.638,1.976,0.045,0.038,0.007,0.048,0.093,0.045,0.01,0.035,0.053,0.098,0.043,0.008,0.035,0.062,0.105,0.041,0.012,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4866.5,5081.8,5081.8,4995.7,NA,NA
"W32","1004",23.3,20,0.327,1.641,1.968,0.043,0.022,0.021,0.048,0.091,0.043,0.009,0.034,0.05,0.093,0.045,0.005,0.04,0.057,0.102,0.041,0.008,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4995.7,5168,5211,5168,NA,NA
"W38","1007",24.2,1,0.23,2.811,3.041,0.044,0.003,0.041,0.055,0.099,0.04,0.011,0.029,0.053,0.093,0.038,0.009,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5254.1,5297.2,5297.2,NA,NA,NA
"W38","1007",24.2,2,0.223,2.421,2.644,0.043,0.004,0.039,0.053,0.096,0.039,0.002,0.037,0.052,0.091,0.036,0.002,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5211,5254.1,5254.1,NA,NA,NA
"W38","1007",24.2,3,0.226,2.437,2.663,0.043,0.003,0.04,0.054,0.097,0.039,0.008,0.031,0.053,0.092,0.037,0.008,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297.2,5297.2,5297.2,NA,NA,NA
"W38","1007",24.2,4,0.228,2.445,2.673,0.04,0.028,0.012,0.059,0.099,0.039,0.023,0.016,0.053,0.092,0.038,0.02,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5254.1,5297.2,5297.2,NA,NA,NA
"W38","1007",24.2,5,0.229,3.218,3.447,0.038,0.026,0.012,0.059,0.097,0.038,0.017,0.021,0.056,0.094,0.038,0.018,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5168,5211,5211,NA,NA,NA
"W38","1007",24.2,6,0.228,2.742,2.97,0.038,0.026,0.012,0.062,0.1,0.038,0.022,0.016,0.052,0.09,0.038,0.021,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5254.1,5297.2,5297.2,NA,NA,NA
"W38","1007",24.2,7,0.23,2.816,3.046,0.042,0.015,0.027,0.056,0.098,0.038,0.01,0.028,0.055,0.093,0.037,0.01,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5340.2,5340.2,5340.2,NA,NA,NA
"W38","1007",24.2,8,0.227,2.348,2.575,0.041,0.021,0.02,0.06,0.101,0.04,0.017,0.023,0.05,0.09,0.037,0.013,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297.2,5297.2,5297.2,NA,NA,NA
"W38","1007",24.2,9,0.222,2.442,2.664,0.034,0.01,0.024,0.058,0.092,0.038,0.011,0.027,0.055,0.093,0.037,0.011,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5081.8,5211,5254.1,NA,NA,NA
"W38","1007",24.2,10,0.229,2.477,2.706,0.04,0.026,0.014,0.055,0.095,0.042,0.017,0.025,0.051,0.093,0.041,0.017,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5254.1,5297.2,5297.2,NA,NA,NA
"W38","1007",24.2,11,0.228,2.398,2.626,0.04,0.014,0.026,0.06,0.1,0.042,0.009,0.033,0.048,0.09,0.037,0.009,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5340.2,5340.2,5340.2,NA,NA,NA
"W38","1007",24.2,12,0.231,2.688,2.919,0.041,0.018,0.023,0.058,0.099,0.039,0.014,0.025,0.054,0.093,0.04,0.011,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297.2,5297.2,5340.2,NA,NA,NA
"W38","1007",24.2,13,0.225,3.243,3.468,0.043,0.024,0.019,0.054,0.097,0.04,0.011,0.029,0.051,0.091,0.037,0.01,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5254.1,5340.2,5340.2,NA,NA,NA
"W38","1007",24.2,14,0.225,7.128,7.353,0.04,0.017,0.023,0.054,0.094,0.04,0.014,0.026,0.052,0.092,0.038,0.015,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5211,5297.2,5297.2,NA,NA,NA
"W38","1007",24.2,15,0.232,2.791,3.023,0.038,0.024,0.014,0.061,0.099,0.039,0.018,0.021,0.057,0.096,0.036,0.022,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5168,5211,5211,NA,NA,NA
"W38","1007",24.2,16,0.23,3.158,3.388,0.041,0.024,0.017,0.059,0.1,0.041,0.017,0.024,0.054,0.095,0.035,0.005,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5254.1,5297.2,5211,NA,NA,NA
"W38","1007",24.2,17,0.229,2.475,2.704,0.041,0.018,0.023,0.057,0.098,0.041,0.015,0.026,0.053,0.094,0.037,0.016,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5211,5211,5254.1,NA,NA,NA
"W38","1007",24.2,18,0.226,3.354,3.58,0.041,0.006,0.035,0.055,0.096,0.043,0.024,0.019,0.048,0.091,0.039,0.016,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5081.8,5211,5254.1,NA,NA,NA
"W38","1007",24.2,19,0.228,2.607,2.835,0.04,0.01,0.03,0.062,0.102,0.038,0.008,0.03,0.05,0.088,0.038,0.007,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297.2,5297.2,5340.2,NA,NA,NA
"W38","1007",24.2,20,0.224,2.608,2.832,0.038,0.014,0.024,0.053,0.091,0.04,0.008,0.032,0.054,0.094,0.039,0.008,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5254.1,5297.2,5297.2,NA,NA,NA
"B33","1009",21.7,1,0.214,3.041,3.255,0.035,0.03,0.005,0.053,0.088,0.036,0.026,0.01,0.053,0.089,0.036,0.02,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5124.9,5211,5211,NA,NA,NA
"B33","1009",21.7,2,0.214,2.86,3.074,0.037,0.026,0.011,0.054,0.091,0.037,0.016,0.021,0.051,0.088,0.034,0.009,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5168,5254.1,5254.1,NA,NA,NA
"B33","1009",21.7,3,0.217,2.805,3.022,0.033,0.026,0.007,0.059,0.092,0.036,0.023,0.013,0.052,0.088,0.037,0.015,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5124.9,5211,5154.1,NA,NA,NA
"B33","1009",21.7,4,0.218,10.213,10.431,0.035,0.017,0.018,0.055,0.09,0.037,0.009,0.028,0.053,0.09,0.038,0.008,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5211,5254.1,5254.1,NA,NA,NA
"B33","1009",21.7,5,0.129,22.734,22.863,0.034,0.017,0.017,0.059,0.093,0.035,0.016,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5124.9,5211,NA,NA,NA,NA
"B33","1009",21.7,6,0.023,1.797,1.82,0.029,0.017,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4651.2,NA,NA,NA,NA,NA
"B33","1009",21.7,7,0.125,2.226,2.351,0.035,0.019,0.016,0.056,0.091,0.034,0.006,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4823.4,4952.6,NA,NA,NA,NA
"B33","1009",21.7,8,0.218,2.452,2.67,0.035,0.013,0.022,0.058,0.093,0.035,0.005,0.03,0.055,0.09,0.034,0.012,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4995.7,5081.8,5081.8,NA,NA,NA
"B33","1009",21.7,9,0.219,2.529,2.748,0.034,0.017,0.017,0.058,0.092,0.035,0.01,0.025,0.058,0.093,0.035,0.009,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5124.9,5168,5168,NA,NA,NA
"B33","1009",21.7,10,0.304,2.7,3.004,0.037,0.004,0.033,0.05,0.087,0.037,0.007,0.03,0.054,0.091,0.038,0.007,0.031,0.057,0.095,0.032,0.01,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5081.8,5168,5168,5211,NA,NA
"B33","1009",21.7,11,0.215,2.716,2.931,0.035,0.004,0.031,0.055,0.09,0.037,0.008,0.029,0.052,0.089,0.036,0.007,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5124.9,5124.9,5168,NA,NA,NA
"B33","1009",21.7,12,0.224,2.644,2.868,0.034,0.007,0.027,0.056,0.09,0.037,0.027,0.01,0.057,0.094,0.039,0.026,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5124.9,5154.1,5254.1,NA,NA,NA
"B33","1009",21.7,13,0.213,5.24,5.453,0.035,0.003,0.032,0.051,0.086,0.036,0.007,0.029,0.052,0.088,0.038,0.023,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5038.8,5168,5254.1,NA,NA,NA
"B33","1009",21.7,14,0.214,2.32,2.534,0.036,0.006,0.03,0.057,0.093,0.036,0.005,0.031,0.053,0.089,0.032,0.009,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5124.9,5211,5297.2,NA,NA,NA
"B33","1009",21.7,15,0.21,2.293,2.503,0.035,0.004,0.031,0.051,0.086,0.036,0.014,0.022,0.056,0.092,0.032,0.012,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5168,5297.2,5254.1,NA,NA,NA
"B33","1009",21.7,16,0.218,2.577,2.795,0.036,0.004,0.032,0.056,0.092,0.035,0.017,0.018,0.056,0.091,0.034,0.013,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5168,5254.1,5254.1,NA,NA,NA
"B33","1009",21.7,17,0.216,2.657,2.873,0.035,0.006,0.029,0.054,0.089,0.036,0.018,0.018,0.057,0.093,0.036,0.016,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5168,5297.2,5340.2,NA,NA,NA
"B33","1009",21.7,18,0.216,3.179,3.395,0.036,0.006,0.03,0.051,0.087,0.037,0.006,0.031,0.054,0.091,0.037,0.006,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5124.9,5297.2,5297.2,NA,NA,NA
"B33","1009",21.7,19,0.223,2.616,2.839,0.036,0.005,0.031,0.056,0.092,0.037,0.01,0.027,0.056,0.093,0.038,0.007,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5168,5211,5254.1,NA,NA,NA
"B33","1009",21.7,20,0.213,2.697,2.91,0.036,0.01,0.026,0.049,0.085,0.038,0.009,0.029,0.053,0.091,0.037,0.009,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5168,5211,5254.1,NA,NA,NA
"B27","1012",23.5,1,0.15,2.444,2.594,0.041,0.006,0.035,0.063,0.104,0.046,0.035,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6503,6460,NA,NA,NA,NA
"B27","1012",23.5,2,0.153,2.943,3.096,0.037,0.009,0.028,0.072,0.109,0.044,0.037,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5340.2,6503,NA,NA,NA,NA
"B27","1012",23.5,3,0.15,2.395,2.545,0.037,0.009,0.028,0.073,0.11,0.039,0.002,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6546.1,6460,NA,NA,NA,NA
"B27","1012",23.5,4,0.148,2.633,2.781,0.035,0.006,0.029,0.073,0.108,0.04,0.037,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5383.3,5383.3,NA,NA,NA,NA
"B27","1012",23.5,5,0.145,2.477,2.622,0.038,0.005,0.033,0.067,0.105,0.04,0.038,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6460,6416.9,NA,NA,NA,NA
"B27","1012",23.5,6,0.138,3.061,3.199,0.038,0.008,0.03,0.062,0.1,0.038,0.037,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6546.1,6115.4,NA,NA,NA,NA
"B27","1012",23.5,7,0.13,2.233,2.363,0.037,0.007,0.03,0.056,0.093,0.036,0.034,0.00199999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6503,6460,NA,NA,NA,NA
"B27","1012",23.5,8,0.142,2.095,2.237,0.035,0.016,0.019,0.067,0.102,0.04,0.009,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5297.2,6460,NA,NA,NA,NA
"B27","1012",23.5,9,0.228,3.167,3.395,0.036,0.013,0.023,0.063,0.099,0.04,0.008,0.032,0.052,0.092,0.038,0.019,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297.2,6503,6330.8,NA,NA,NA
"B27","1012",23.5,10,0.144,2.47,2.614,0.04,0.005,0.035,0.063,0.103,0.041,0.002,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3273,3230,NA,NA,NA,NA
"B27","1012",23.5,11,0.14,2.451,2.591,0.042,0.015,0.027,0.061,0.103,0.037,0.003,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5211,6460,NA,NA,NA,NA
"B27","1012",23.5,12,0.143,2.772,2.915,0.039,0.008,0.031,0.064,0.103,0.04,0.003,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5081.8,6503,NA,NA,NA,NA
